,FILE_NAME,JOB_CLASS_TITLE,JOB_CLASS_NO,REQUIREMENT_SET_ID,REQUIREMENT_SUBSET_ID,JOB_DUTIES,EDUCATION_YEARS,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EXP_JOB_CLASS_TITLE,EXP_JOB_CLASS_ALT_RESP,EXP_JOB_CLASS_FUNCTION,COURSE_COUNT,COURSE_LENGTH,COURSE_SUBJECT,MISC_COURSE_DETAILS,DRIVERS_LICENSE_REQ,DRIV_LIC_TYPE,ADDTL_LIC,EXAM_TYPE,ENTRY_SALARY_GEN,ENTRY_SALARY_DWP,OPEN_DATE,REQUIREMENT_SET_TEXT,REQUIREMENT_SUBSET_TEXT,REQUIREMENT_CONJUNCTION
610,HEAD CUSTODIAN SUPERVISOR 3178 050418.txt,Head Custodian Supervisor,3178,1,-,"A Head Custodian Supervisor supervises, through subordinate supervisors, employees performing a variety of cleaning and custodial tasks in City buildings; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",-,-,-,2.0,full time,Custodian Supervisor,-,-,-,-,-,-,P,-,-,INT_DEPT_PROM,"$45,163 to $66,043","$73,539 to $86,526",05-04-18,Two years of full-time paid experience with the City of Los Angeles as a Custodian Supervisor; or,-,or
611,HEAD CUSTODIAN SUPERVISOR 3178 050418.txt,Head Custodian Supervisor,3178,2,-,"A Head Custodian Supervisor supervises, through subordinate supervisors, employees performing a variety of cleaning and custodial tasks in City buildings; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",-,-,-,4.0,full time,Senior Custodian,supervision of cleaning and custodial tasks.,-,-,-,-,-,P,-,-,INT_DEPT_PROM,"$45,163 to $66,043","$73,539 to $86,526",05-04-18,Four years of full-time paid experience with the City of Los Angeles as a Senior Custodian or in a class at that level in the supervision of cleaning and custodial tasks.,-,-
612,HEATING AND REFRIGERATION INSPECTOR 4245 121115.txt,Heating And Refrigeration Inspector,4245,1.,-,"A Heating and Refrigeration Inspector makes inspections of heating, ventilating, air-conditioning, and refrigerating installations for conformance to pertinent laws, regulations and approved plans and specifications; may inspect sheet metal installations for conformance to specifications; and assists in training other inspectional employees as required.",-,-,-,4.0,full time,-,-,"experience in the installation or repair of mechanical equipment used for heating, air conditioning, or refrigeration purposes.",-,-,-,-,R,-,-,OPEN_INT_PROM,"$76,420 to $85,169",-,12-11-15,"Four years of full-time paid experience in the installation or repair of mechanical equipment used for heating, air conditioning, or refrigeration purposes.",-,-
613,HEAVY DUTY EQUIPMENT MECHANIC 3743 021717.txt,Heavy Duty Equipment Mechanic,3743,1,-,"A Heavy Duty Equipment Mechanic does journey-level work in the maintenance and repair of construction, road maintenance, marine, or firefighting equipment; or builds and installs or modifies equipment for special purposes.",-,apprenticeship,-,-,-,Heavy Duty Equipment Mechanic,-,-,-,-,-,-,P,A OR B,-,OPEN_INT_PROM,"$84,188","$90,180 or $92,080",02-17-17,Completion of a recognized apprenticeship as a heavy duty equipment mechanic; or,-,or
614,HEAVY DUTY EQUIPMENT MECHANIC 3743 021717.txt,Heavy Duty Equipment Mechanic,3743,2,-,"A Heavy Duty Equipment Mechanic does journey-level work in the maintenance and repair of construction, road maintenance, marine, or firefighting equipment; or builds and installs or modifies equipment for special purposes.",-,-,-,2.0,full time,Journey-Level Equipment Mechanic,-,-,-,-,-,-,P,A OR B,-,OPEN_INT_PROM,"$84,188","$90,180 or $92,080",02-17-17,Two years of full-time paid experience as a journey-level equipment mechanic which includes the repair of a variety of heavy duty gasoline and diesel powered vehicles or off road construction equipment or watercraft; or,-,or
615,HEAVY DUTY EQUIPMENT MECHANIC 3743 021717.txt,Heavy Duty Equipment Mechanic,3743,3,-,"A Heavy Duty Equipment Mechanic does journey-level work in the maintenance and repair of construction, road maintenance, marine, or firefighting equipment; or builds and installs or modifies equipment for special purposes.",-,-,-,5.0,full time,-,-,"experience in equipment maintenance and repair, of which two years must have been in the maintenance and repair of heavy duty gasoline and diesel powered vehicles or off road construction equipment or watercraft. Completion of an auto or truck mechanics program at a recognized institution may be substituted on a year-for-year basis f",-,-,-,-,P,A OR B,-,OPEN_INT_PROM,"$84,188","$90,180 or $92,080",02-17-17,"Five years of full-time paid experience in equipment maintenance and repair, of which two years must have been in the maintenance and repair of heavy duty gasoline and diesel powered vehicles or off road construction equipment or watercraft. Completion of an auto or truck mechanics program at a recognized institution may be substituted on a year-for-year basis for experience lacking in equipment maintenance and repair up to a maximum of two years. (30 semester or 45 quarter units from an accredited college or trade school is equal to one year.)",-,-
616,HEAVY DUTY TRUCK OPERATOR 3584 122316.txt,Heavy Duty Truck Operator,3584,1,-,"A Heavy Duty Truck Operator drives a heavy duty truck or truck-trailer combination, a special purpose truck, or other heavy duty truck safely, lawfully, and skillfully; operates mechanical attachments on the truck; and may act as a lead worker or helper in a crew when not driving.",-,-,-,-,-,-,-,-,-,-,-,-,R,A,-,OPEN_INT_PROM,"$54,037 to $65,333","$67,985 to $71,785",12-23-16,A valid California Class A driver's license and valid medical certificate approved by the State of California Department of Motor Vehicles; and,-,and
617,HEAVY DUTY TRUCK OPERATOR 3584 122316.txt,Heavy Duty Truck Operator,3584,2,a,"A Heavy Duty Truck Operator drives a heavy duty truck or truck-trailer combination, a special purpose truck, or other heavy duty truck safely, lawfully, and skillfully; operates mechanical attachments on the truck; and may act as a lead worker or helper in a crew when not driving.",-,-,-,2.0,full time,-,-,"driving a truck of more than 26,001 pounds gross vehicle weight",-,-,-,-,R,A,-,OPEN_INT_PROM,"$54,037 to $65,333","$67,985 to $71,785",12-23-16,Either:,"Two years of full-time paid experience driving a truck of more than 26,001 pounds gross vehicle weight; or",or
618,HEAVY DUTY TRUCK OPERATOR 3584 122316.txt,Heavy Duty Truck Operator,3584,2,b,"A Heavy Duty Truck Operator drives a heavy duty truck or truck-trailer combination, a special purpose truck, or other heavy duty truck safely, lawfully, and skillfully; operates mechanical attachments on the truck; and may act as a lead worker or helper in a crew when not driving.",-,-,-,-,-,-,-,-,-,-,-,-,R,A,-,OPEN_INT_PROM,"$54,037 to $65,333","$67,985 to $71,785",12-23-16,Either:,"Two years of equivalent experience with the City of Los Angeles in a training capacity as a Maintenance and Construction Helper, Maintenance Laborer, Truck Operator, Street Services Worker, or Construction Equipment Service Worker.",-
619,HELICOPTER MECHANIC 3742 072206 REV 020818.txt,Helicopter Mechanic,3742,1.,-,"A Helicopter Mechanic inspects, repairs, overhauls, services, cleans and returns all City-owned helicopters to service, including those of the Fire and Police Departments.",-,-,-,3.0,full time,Faa Certified Airframe,-,"experience in must include the following: a. Performing FAR Part 91 or Part 135 required inspections; and b. Electrical and mechanical, repair, and troubleshooting activities; and c. Sheet metal repairs on air frames; and d. Major component overhaul or repair; and e. Approving aircraft for return to service after any of the above.",-,-,-,-,P,B,-,OPEN,"$96,074",-,07-22-05,"Three years of full-time paid experience, two years of which must have been within the past three years, as an FAA Certified Airframe and Power Plant Mechanic engaged in performing maintenance and alterations on at least one or more of the following turbine powered helicopters: Bell 407, Bell 206 series, Bell 412, Eurocopter AS 350 Series (EC130), and/or Agusta AW 139. Qualifying experience must include the following: a. Performing FAR Part 91 or Part 135 required inspections; and b. Electrical and mechanical, repair, and troubleshooting activities; and c. Sheet metal repairs on air frames; and d. Major component overhaul or repair; and e. Approving aircraft for return to service after any of the above.",-,-
620,HELICOPTER MECHANIC SUPERVISOR 3749 121616 REV 122216.txt,Helicopter Mechanic Supervisor,3749,1.,-,"A Helicopter Mechanic Supervisor assigns, reviews, and evaluates the work of Helicopter Mechanics and other employees engaged in cleaning, servicing, maintaining, repairing, inspecting, and returning City-owned helicopters to service; applies sound supervisory principles and techniques in building and maintaining an effective work force, and fulfills equal employment opportunity responsibilities.",-,-,-,4.0,full time,Licensed Airframe,-,-,-,-,-,-,P,-,-,INT_DEPT_PROM,"$108,095",-,12-16-16,"Four years of full-time paid experience in the maintenance and repair of helicopters as a licensed Airframe and Power Plant Mechanic, three years of which was in the maintenance, repair and major component overhaul of turbine powered helicopters within the past four years.",-,-
621,HOUSING INSPECTOR 4243 070618 REV 010819.txt,Housing Inspector,4243,1,-,"A Housing Inspector inspects residential rental property locations for conformance to the building standards and codes contained in the State Housing Law and Regulations and City of Los Angeles Building Regulations, such as the Los Angeles Municipal Code, relating to the habitability, maintenance, sanitation, ventilation, use, and occupancy of said properties; and investigates code violation complaints and follows through with the code enforcement process by way of prosecution or administrative abatement.",-,-,-,1.0,full time,Assistant Inspector Iii,-,-,-,-,-,-,R,-,-,OPEN_INT_PROM,"$83,144 to $100,516",-,07-06-18,One year of full-time paid experience as an Assistant Inspector III with the City of Los Angeles; or,-,or
622,HOUSING INSPECTOR 4243 070618 REV 010819.txt,Housing Inspector,4243,2,-,"A Housing Inspector inspects residential rental property locations for conformance to the building standards and codes contained in the State Housing Law and Regulations and City of Los Angeles Building Regulations, such as the Los Angeles Municipal Code, relating to the habitability, maintenance, sanitation, ventilation, use, and occupancy of said properties; and investigates code violation complaints and follows through with the code enforcement process by way of prosecution or administrative abatement.",-,apprenticeship,-,2.0,full time,-,-,"experience in carpentry, masonry, electrical, plumbing or heating following satisfactory completion of a recognized apprenticeship program",-,-,-,-,R,-,-,OPEN_INT_PROM,"$83,144 to $100,516",-,07-06-18,"Two years of full-time paid experience in carpentry, masonry, electrical, plumbing or heating following satisfactory completion of a recognized apprenticeship program; or",-,or
623,HOUSING INSPECTOR 4243 070618 REV 010819.txt,Housing Inspector,4243,3,-,"A Housing Inspector inspects residential rental property locations for conformance to the building standards and codes contained in the State Housing Law and Regulations and City of Los Angeles Building Regulations, such as the Los Angeles Municipal Code, relating to the habitability, maintenance, sanitation, ventilation, use, and occupancy of said properties; and investigates code violation complaints and follows through with the code enforcement process by way of prosecution or administrative abatement.",-,-,-,8.0,full time,-,-,-,-,-,-,-,R,-,-,OPEN_INT_PROM,"$83,144 to $100,516",-,07-06-18,"Eight years of full-time paid carpentry, masonry, heating, electrical or plumbing craft experience; or",-,or
624,HOUSING INSPECTOR 4243 070618 REV 010819.txt,Housing Inspector,4243,4,-,"A Housing Inspector inspects residential rental property locations for conformance to the building standards and codes contained in the State Housing Law and Regulations and City of Los Angeles Building Regulations, such as the Los Angeles Municipal Code, relating to the habitability, maintenance, sanitation, ventilation, use, and occupancy of said properties; and investigates code violation complaints and follows through with the code enforcement process by way of prosecution or administrative abatement.",-,-,-,4.0,full time,"Building Construction Superintendent, General Contractor",-,"building construction superintendent, general contractor, or supervisor of journey-level craft employees engaged in construction work",-,-,-,-,R,-,-,OPEN_INT_PROM,"$83,144 to $100,516",-,07-06-18,"Four years of full-time paid experience as a building construction superintendent, general contractor, or supervisor of journey-level craft employees engaged in construction work; or",-,or
625,HOUSING INSPECTOR 4243 070618 REV 010819.txt,Housing Inspector,4243,5,-,"A Housing Inspector inspects residential rental property locations for conformance to the building standards and codes contained in the State Housing Law and Regulations and City of Los Angeles Building Regulations, such as the Los Angeles Municipal Code, relating to the habitability, maintenance, sanitation, ventilation, use, and occupancy of said properties; and investigates code violation complaints and follows through with the code enforcement process by way of prosecution or administrative abatement.",-,-,-,2.0,full time,-,-,-,-,-,-,-,R,-,-,OPEN_INT_PROM,"$83,144 to $100,516",-,07-06-18,"Two years of full-time paid experience as a housing, building, electrical, plumbing, mechanical or combined inspector for a governmental agency; or",-,or
626,HOUSING INSPECTOR 4243 070618 REV 010819.txt,Housing Inspector,4243,6,a,"A Housing Inspector inspects residential rental property locations for conformance to the building standards and codes contained in the State Housing Law and Regulations and City of Los Angeles Building Regulations, such as the Los Angeles Municipal Code, relating to the habitability, maintenance, sanitation, ventilation, use, and occupancy of said properties; and investigates code violation complaints and follows through with the code enforcement process by way of prosecution or administrative abatement.",-,-,-,2.0,full time,Helper To A Journey-Level Craft Person,-,-,-,-,-,-,R,-,-,OPEN_INT_PROM,"$83,144 to $100,516",-,07-06-18,Two years of full-time paid experience working in the construction trades as a helper to a journey-level craft person; and,Completion of a certificate in Construction Inspection or Construction Technology; or,and
627,HOUSING INSPECTOR 4243 070618 REV 010819.txt,Housing Inspector,4243,6,b,"A Housing Inspector inspects residential rental property locations for conformance to the building standards and codes contained in the State Housing Law and Regulations and City of Los Angeles Building Regulations, such as the Los Angeles Municipal Code, relating to the habitability, maintenance, sanitation, ventilation, use, and occupancy of said properties; and investigates code violation complaints and follows through with the code enforcement process by way of prosecution or administrative abatement.",-,college or university,-,2.0,full time,Helper To A Journey-Level Craft Person,-,"following areas: engineering, construction, design, building inspection technology, construction inspection, architectural drafting, civil, mechanical, or electrical engineering technology.",-,"12.0S,18.0Q","engineering, construction, design, building inspection technology, construction inspection, architectural drafting, civil, mechanical, or electrical engineering technology.",-,R,-,-,OPEN_INT_PROM,"$83,144 to $100,516",-,07-06-18,Two years of full-time paid experience working in the construction trades as a helper to a journey-level craft person; and,"Possession of at least an Associate of Arts Degree from an accredited college or university with at least 12 semester or 18 quarter units in any of the following areas: engineering, construction, design, building inspection technology, construction inspection, architectural drafting, civil, mechanical, or electrical engineering technology.",and
628,HOUSING INVESTIGATOR 8516 062918.txt,Housing Investigator,8516,1,-,"A Housing Investigator conducts preliminary and follow-up investigations of alleged violations of the City's Rent Stabilization Ordinance (RSO) and/or Housing Code (Los Angeles Municipal Code Chapters XV and XVI); gathers and evaluates evidence through investigative research, which may include inspecting properties, interviewing tenants, complainants, landlords, and other witnesses; obtains physical and documentary evidence; compiles, analyzes and organizes legal documents; undertakes legal research; prepares oral and written reports on investigative findings; prepares legal cases for referrals to the City Attorney's Office Criminal Division; negotiates complaint settlements and case closures with landlords and tenants; represents the City at public events to provide information about the RSO; may act as a lead investigator reviewing the work of a team of housing investigators; may supervise investigative support and public counter staff; and performs related work.",4.0,college or university,-,1.0,full time,-,-,"investigating complaints, analyzing evidence, and preparing legal documents related to civil or criminal enforcement actions",-,-,-,-,R,-,-,OPEN_INT_PROM,"$59,487 to $86,965",-,06-29-18,"Graduation from an accredited four-year college or university, and one year of full-time, paid professional experience investigating complaints, analyzing evidence, and preparing legal documents related to civil or criminal enforcement actions; or",-,or
629,HOUSING INVESTIGATOR 8516 062918.txt,Housing Investigator,8516,2,-,"A Housing Investigator conducts preliminary and follow-up investigations of alleged violations of the City's Rent Stabilization Ordinance (RSO) and/or Housing Code (Los Angeles Municipal Code Chapters XV and XVI); gathers and evaluates evidence through investigative research, which may include inspecting properties, interviewing tenants, complainants, landlords, and other witnesses; obtains physical and documentary evidence; compiles, analyzes and organizes legal documents; undertakes legal research; prepares oral and written reports on investigative findings; prepares legal cases for referrals to the City Attorney's Office Criminal Division; negotiates complaint settlements and case closures with landlords and tenants; represents the City at public events to provide information about the RSO; may act as a lead investigator reviewing the work of a team of housing investigators; may supervise investigative support and public counter staff; and performs related work.",-,-,-,1.0,full time,-,-,"investigating complaints, analyzing evidence and preparing legal documents related to civil or criminal enforcement actions",-,-,-,-,R,-,-,OPEN_INT_PROM,"$59,487 to $86,965",-,06-29-18,"A paralegal certificate from a paralegal training program within the United States and one year of full-time, paid paralegal experience investigating complaints, analyzing evidence and preparing legal documents related to civil or criminal enforcement actions; or",-,or
630,HOUSING INVESTIGATOR 8516 062918.txt,Housing Investigator,8516,3,-,"A Housing Investigator conducts preliminary and follow-up investigations of alleged violations of the City's Rent Stabilization Ordinance (RSO) and/or Housing Code (Los Angeles Municipal Code Chapters XV and XVI); gathers and evaluates evidence through investigative research, which may include inspecting properties, interviewing tenants, complainants, landlords, and other witnesses; obtains physical and documentary evidence; compiles, analyzes and organizes legal documents; undertakes legal research; prepares oral and written reports on investigative findings; prepares legal cases for referrals to the City Attorney's Office Criminal Division; negotiates complaint settlements and case closures with landlords and tenants; represents the City at public events to provide information about the RSO; may act as a lead investigator reviewing the work of a team of housing investigators; may supervise investigative support and public counter staff; and performs related work.",-,-,-,4.0,full time,-,-,"investigating complaints, analyzing evidence, and preparing legal documents, one year of which must be related to civil or criminal enforcement actions.",-,-,-,-,R,-,-,OPEN_INT_PROM,"$59,487 to $86,965",-,06-29-18,"Four years of full-time paid experience investigating complaints, analyzing evidence, and preparing legal documents, one year of which must be related to civil or criminal enforcement actions.",-,-
631,HOUSING PLANNING AND ECONOMIC ANALYST 8504 Bulletin FINAL DRAFT.txt,Housing Planning And Economic Analyst,8504,1,-,"A Housing Planning and Economic Analyst performs responsible administrative and technical work in the preparation of economic research, reports and feasibility studies related to policy analysis, housing policy, program development, legislation and affordable housing preservation, development and financing.",4.0,college or university,-,-,-,-,-,-,-,-,-,-,R,-,-,OPEN_INT_PROM,"$72,954 to $106,675",-,08-10-18,Graduation from an accredited four-year college or university; and,-,and
632,HOUSING PLANNING AND ECONOMIC ANALYST 8504 Bulletin FINAL DRAFT.txt,Housing Planning And Economic Analyst,8504,2,-,"A Housing Planning and Economic Analyst performs responsible administrative and technical work in the preparation of economic research, reports and feasibility studies related to policy analysis, housing policy, program development, legislation and affordable housing preservation, development and financing.",-,-,-,2.0,full time,-,-,"experience in planning, financing and/or analysis of low-income or moderate-income affordable housing.",-,-,-,-,R,-,-,OPEN_INT_PROM,"$72,954 to $106,675",-,08-10-18,"Two years of full-time paid professional experience in planning, financing and/or analysis of low-income or moderate-income affordable housing.",-,-
633,HUMAN RELATIONS ADVOCATE 9207 122217.txt,Human Relations Advocate,9207,1,-,"A Human Relations Advocate performs responsible staff work involved in facilitating activities within a complex network of City Departments, other governmental agencies, and community-based organizations.",4.0,college or university,-,2.0,full time,-,-,"experience in developing and/or providing direct program services to community-based organizations and/or multi-ethnic communities in the areas of improving inter-group relations, addressing human relations issues and problems resulting from prejudice, discrimination and intolerance",-,-,-,-,P,-,-,OPEN,"$62,226 to $93,918",-,12-22-17,"Graduation with a degree from an accredited four-year college or university and two years of full-time paid professional experience in developing and/or providing direct program services to community-based organizations and/or multi-ethnic communities in the areas of improving inter-group relations, addressing human relations issues and problems resulting from prejudice, discrimination and intolerance; or",-,or
634,HUMAN RELATIONS ADVOCATE 9207 122217.txt,Human Relations Advocate,9207,2,-,"A Human Relations Advocate performs responsible staff work involved in facilitating activities within a complex network of City Departments, other governmental agencies, and community-based organizations.",-,-,-,6.0,full time,-,-,developing and/or providing direct program services in any of the above areas of expertise.,-,-,-,-,P,-,-,OPEN,"$62,226 to $93,918",-,12-22-17,Six years of full-time paid experience developing and/or providing direct program services in any of the above areas of expertise.,-,-
635,HYDROGRAPHER 7263 012717.txt,Hydrographer,7263,1.,-,"A Hydrographer gathers, records, and compiles hydrographic and meteorological data pertinent to municipal water supply and rights.",1.0,college or university,-,2.0,full time,-,-,"experience in hydrography or field surveying,",-,"12.0S,18.0Q",engineering or physical sciences or agricultural management,-,P,-,-,OPEN_INT_PROM,"$67,818 to $84,250",-,01-27-17,"Two years of full-time paid experience in hydrography or field surveying, or in one or more of the following fields: utility electronics technician, computer electronics technician, computer control systems technician, communications systems technician, or communications instrumentation technician. One year of education from an accredited college or university of which 12 semester or 18 quarter units must be in engineering or physical sciences or agricultural management may be substituted for each year of experience lacking.",-,-
636,IMPROVEMENT ASSESSOR SUPERVISOR 1564 100215.txt,Improvement Assessor Supervisor,1564,1,-,An Improvement Assessor Supervisor supervises and participates in the work of a group of employees engaged in determining the assessments to be levied on benefiting property owners for the costs of constructing and maintaining public works improvements and explaining assessment processes and procedures to all public and other City officials.,-,-,-,3.0,full time,Improvement Assessor,-,-,-,-,-,-,P,-,-,OPEN_INT_PROM,"$63,057 to $92,185",-,10-02-15,Three years of full-time paid experience with the City of Angeles as an Improvement Assessor; or,-,or
637,IMPROVEMENT ASSESSOR SUPERVISOR 1564 100215.txt,Improvement Assessor Supervisor,1564,2,-,An Improvement Assessor Supervisor supervises and participates in the work of a group of employees engaged in determining the assessments to be levied on benefiting property owners for the costs of constructing and maintaining public works improvements and explaining assessment processes and procedures to all public and other City officials.,-,-,-,2.0,full time,Senior Civil Engineering Drafting Technician,-,performing special assessment work,-,-,-,-,P,-,-,OPEN_INT_PROM,"$63,057 to $92,185",-,10-02-15,Two years of full-time paid experience with the City of Los Angeles as a Senior Civil Engineering Drafting Technician performing special assessment work; or,-,or
638,IMPROVEMENT ASSESSOR SUPERVISOR 1564 100215.txt,Improvement Assessor Supervisor,1564,3,-,An Improvement Assessor Supervisor supervises and participates in the work of a group of employees engaged in determining the assessments to be levied on benefiting property owners for the costs of constructing and maintaining public works improvements and explaining assessment processes and procedures to all public and other City officials.,-,-,-,3.0,full time,-,-,experience in special assessment work.,-,-,-,-,P,-,-,OPEN_INT_PROM,"$63,057 to $92,185",-,10-02-15,Three years of full-time paid experience in special assessment work.,-,-
639,INDUSTRIAL AND COMMERCIAL FINANCE OFFICER 9191 rev051515.txt,Industrial And Commercial Finance Officer,9191,1,-,"An Industrial and Commercial Finance Officer analyzes loan or bond applications, recommends and secures public financing for small and medium sized businesses, and industrial, infrastructure, mixed-use, and commercial development projects; develops innovative public financing and lending programs; structures and negotiates loan terms and conditions; documents and executes loan agreements; provides technical assistance in structuring and securing financing for businesses and developers; applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity responsibilities.",4.0,college or university,business or finance or related field,-,-,-,-,-,-,-,-,-,R,-,-,OPEN_INT_PROM,"$87,048 to $127,242",-,05-15-15,Graduation from an accredited four-year college or university with a degree in business or finance or related field; and,-,and
640,INDUSTRIAL AND COMMERCIAL FINANCE OFFICER 9191 rev051515.txt,Industrial And Commercial Finance Officer,9191,2,-,"An Industrial and Commercial Finance Officer analyzes loan or bond applications, recommends and secures public financing for small and medium sized businesses, and industrial, infrastructure, mixed-use, and commercial development projects; develops innovative public financing and lending programs; structures and negotiates loan terms and conditions; documents and executes loan agreements; provides technical assistance in structuring and securing financing for businesses and developers; applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity responsibilities.",-,-,-,2.0,full time,Management Analyst,-,"experience in developing and implementing financing programs for commercial and industrial development, including business credit analysis and financial analysis of industrial, infrastructure, mixed-use, and/or commercial development projects.",-,-,-,-,R,-,-,OPEN_INT_PROM,"$87,048 to $127,242",-,05-15-15,"Two years of full-time paid professional experience in a class at the level of Management Analyst with the City of Los Angeles or in a comparable position within an agency or organization other than the City of Los Angeles, which provides experience in developing and implementing financing programs for commercial and industrial development, including business credit analysis and financial analysis of industrial, infrastructure, mixed-use, and/or commercial development projects.",-,-
641,INDUSTRIAL CHEMIST 7834 020714.txt,Industrial Chemist,7834,1.,-,"The Industrial Chemist supervises Chemists and other employees engaged in performing qualitative and quantitative chemical and related physical tests, analyses, field sampling, and investigations and evaluation of construction and maintenance materials and supplies related to Department of Water and Power operation; supervises a mobile laboratory and a station laboratory in sample collection, testing and analyses required for Department of Water and Power in supporting daily operation; directs investigations and makes recommendations for environmental compliance and reliability to air quality, waste management, health and safety standards, and equipment failure; prepares fiscal budget reports for the lab.",-,-,-,4.0,full time,Chemist,performing a variety of chemical tests of materials and supplies.,-,-,-,-,-,P,-,-,INT_DEPT_PROM,"$116,736 to $145,032.",-,02-07-14,Four years of full-time paid professional experience as a Chemist or in a class at least at that level performing a variety of chemical tests of materials and supplies.,-,-
642,INDUSTRIAL GRAPHICS SUPERVISOR 1490 052518.txt,Industrial Graphics Supervisor,1490,1,-,"An Industrial Graphics Supervisor plans, organizes and directs the work of employees of a graphics unit engaged in providing printing, duplicating, reprographic, stationery forms supply, photocopier support and related services for the Department of Water and Power; or assigns, reviews, and evaluates the work of employees engaged in printing, duplicating and reprographic services; applies sound supervisory principles and techniques in building and maintaining an effective work force.",-,-,-,2.0,full time,"Reprographics Supervisor, Printing Services Supervisor",-,-,-,-,-,-,R,-,-,OPEN_INT_PROM,"$102,458 to $108,179",-,05-25-18,"Two years of full-time paid experience supervising reproduction or print shop activities as a Reprographics Supervisor, Printing Services Supervisor, or in a class which is at that level with the City of Los Angeles; or",-,or
643,INDUSTRIAL GRAPHICS SUPERVISOR 1490 052518.txt,Industrial Graphics Supervisor,1490,2,-,"An Industrial Graphics Supervisor plans, organizes and directs the work of employees of a graphics unit engaged in providing printing, duplicating, reprographic, stationery forms supply, photocopier support and related services for the Department of Water and Power; or assigns, reviews, and evaluates the work of employees engaged in printing, duplicating and reprographic services; applies sound supervisory principles and techniques in building and maintaining an effective work force.",-,-,-,4.0,full time,Senior Duplicating Machine Operator,-,"supervising employees engaged in reproduction or print shop activities,",-,-,-,-,R,-,-,OPEN_INT_PROM,"$102,458 to $108,179",-,05-25-18,"Four years of full-time paid experience as a Senior Duplicating Machine Operator with the City of Los Angeles supervising employees engaged in reproduction or print shop activities, or in a class which is at that level with the City of Los Angeles; or",-,or
644,INDUSTRIAL GRAPHICS SUPERVISOR 1490 052518.txt,Industrial Graphics Supervisor,1490,3,-,"An Industrial Graphics Supervisor plans, organizes and directs the work of employees of a graphics unit engaged in providing printing, duplicating, reprographic, stationery forms supply, photocopier support and related services for the Department of Water and Power; or assigns, reviews, and evaluates the work of employees engaged in printing, duplicating and reprographic services; applies sound supervisory principles and techniques in building and maintaining an effective work force.",-,-,-,4.0,full time,-,-,"supervising employees engaged in a variety of photo reproduction or print shop activities, including the operation of: offset duplicating machines; electrostatic copier/duplicators; microfilm, photo reproduction, or diazo machines bindery equipment.",-,-,-,-,R,-,-,OPEN_INT_PROM,"$102,458 to $108,179",-,05-25-18,"Four years of full-time paid experience supervising employees engaged in a variety of photo reproduction or print shop activities, including the operation of: offset duplicating machines; electrostatic copier/duplicators; microfilm, photo reproduction, or diazo machines; or bindery equipment.",-,-
645,INDUSTRIAL HYGIENIST 2330 012618.txt,Industrial Hygienist,2330,1,-,"An Industrial Hygienist plans, develops, and implements an Industrial Hygiene and Health and Safety Training Program to minimize risk of employee exposure to hazardous chemical and physical stressors in the work environment; identifies significant workplace health hazards, evaluates the risk of injury or illness, and recommends corrective actions; develops policies consistent with State and Federal occupational health and safety laws and advises management regarding solutions to health and safety in the work environment; and assists in implementation of those solutions.",4.0,college or university,"industrial hygiene, environmental & occupational health, occupational safety & health, environmental health & safety, or safety engineering",-,-,-,-,-,-,-,-,-,R,-,-,OPEN,"$85,900 to $125,593","$84,104 to $104,483",01-26-18,"Graduation from an accredited four-year college or university with a bachelor's degree in Industrial Hygiene, Environmental & Occupational Health, Occupational Safety & Health, Environmental Health & Safety, or Safety Engineering; or",-,or
646,INDUSTRIAL HYGIENIST 2330 012618.txt,Industrial Hygienist,2330,2,-,"An Industrial Hygienist plans, develops, and implements an Industrial Hygiene and Health and Safety Training Program to minimize risk of employee exposure to hazardous chemical and physical stressors in the work environment; identifies significant workplace health hazards, evaluates the risk of injury or illness, and recommends corrective actions; develops policies consistent with State and Federal occupational health and safety laws and advises management regarding solutions to health and safety in the work environment; and assists in implementation of those solutions.",4.0,college or university,-,2.0,full time,-,-,"experience in an Industrial Hygiene or Safety position involving investigation of environmental hazards, such as air contamination, noise and radiation, and their effect on employees.",-,-,-,-,R,-,-,OPEN,"$85,900 to $125,593","$84,104 to $104,483",01-26-18,"Graduation from an accredited four-year college or university with a bachelor's degree in a related field, such as Biological Science, Physics, Chemistry, or Human Factors Engineering, and two years of full-time paid professional experience in an Industrial Hygiene or Safety position involving investigation of environmental hazards, such as air contamination, noise and radiation, and their effect on employees.",-,-
